En el verano de 1941, Roosevelt <head>ordenó<head> a la Marina que escoltara a los convoyes mercantes hasta Islandia. 	mandar	ordenar	requerir	instruir	comandar							
Con los métodos para fechar y <head>ordenar<head> el pasado prehistórico, los arqueólogos podrían usar datos para categorizar sistemáticamente el pasado. 	ordenar	organizar	estructurar									
Esta debe ser <head>ordenada<head> por la sala de lo penal del lugar donde tenga su sede el fiscal competente. 	mandar	ordenar	requerir	instruir	pedir	comandar						
 Lo que <head>vemos<head> en todo el país es que los estados realmente se alejan de sus leyes de acceso abierto , dijo Fred H. Cate, profesor de derecho de la Universidad de Indiana que estudia privacidad y tecnología. 	observar	ver	contemplar	percibir	apreciar							
Me encantan las palomas y estaba emocionado de ir a <head>verlas<head>. 	observar	ver	admirar	contemplar	mirar							
De todos modos, <head>ve<head> a verlo si es necesario, pero no tomes un café de antemano. freddy le da a esta película 7 de 10. 	ver	checar	verficar	observar	comprobar							
De hecho, había partes en las que pasaban tantas cosas en la pantalla que era imposible <head>ver<head> todo lo que estaba pasando. 	ver	observar	contemplar	percibir	notar							
Si lee atentamente nuestra respuesta a He estado drogado y seco la semana pasada, <head>verá<head> que en ninguna parte alentamos, respaldamos o aprobamos el uso de drogas. 	ver	observar	confirmar	encontrar	checar	contemplar	verificar	percibir	darse cuenta	notar		
Será interesante <head>ver<head> cómo se desarrolla el presupuesto. 	ver	observar	contemplar									
También me complació <head>ver<head> que no optó por el típico final cálido y confuso con la absolución de Abra. 	ver	observar	corroborar	contemplar	comprobar	notar						
Mientras caminaba, podía <head>ver<head> la torre Eiffel cada vez más cerca. 	observar	ver	contemplar	darse cuenta de	percibir	mirar						
Es divertido <head>ver<head> diez filas de autos dar la vuelta y converger en una carretera en la que como máximo pueden pasar tres autos uno al lado del otro. 	observar	ver	contemplar	percibir								
A mediados de la década de 1960 se produjo un período de crecimiento espectacular para los suboficiales de aviación. 	observar	sufrir	experimentar	pasar	ver	atestiguar	vivir					
Oh, Señor, oró, Siento mucho haber <head>faltado<head> a la iglesia para venir aquí a cazar. 	no asistir	faltar	saltar	omitir	olvidar	no ir	evadir	no atender				
El hombrecito corrió calle arriba, correteando entre la multitud como una piedra lisa <head>saltando<head> sobre el agua azul. 	saltar	rebotar	brincar	lidiar	botar							
Su brillante idea es la siguiente : si se puede lanzar una bomba en la trayectoria superficial correcta y a la alta velocidad correcta, <head>saltará<head> a lo largo de la superficie del lago como una piedra en un estanque, golpeará la presa y se deslizará por la pared. 	saltar	rebotar	lidiar	brincar	viajar	botar	avanzar					
Así, para Rousseau, incluso correr y <head>saltar<head> tenía una función de desarrollo natural. 	saltar	lidiar	omitir	rebotar	brincar	botar	evitar	avanzar				
Coma también sus comidas regulares y háganos saber si se ha <head>saltado<head> una comida ese día. 	saltar	omitir	olvidar	eludir	dejar pasar	faltar a	pasar por alto	no cumplir				
Vale la pena comprarlo, vale la pena leerlo, pero <head>omita<head> las partes que considere irrelevantes : ¡otro tipo de aprendizaje combinado! 	saltar	eludir	dejar	omitir	evadir	abandonar	no cumplir	pasar por alto				
Vi un video hace un tiempo donde alguien usó unas pocas pulgadas de fósforo negro para encender una muestra de bp solo para ver que una chispa <head>saltaba<head> todo el fusible y encendía la compensación instantáneamente. 	saltar	lidiar	atravesar	eludir	brincar	pasar por alto	evadir	deja de lado				
Mienten, engañan, se <head>saltan<head> el desodorante y rechazan el Único Camino Verdadero. 	saltar	omitir	eludir	dejar de lado	evadir	olvidar	pasar por alto					
Estamos ejecutando Windows XP en un P4 1.9Ghz y no se ha <head>saltado<head> el ritmo. 	saltar	dejar de lado	rebotar	botar	detener	brincar	trabar	evadir				
Así que la película <head>salta<head> alegremente de la trágica y brutal escuela de niños a la compañía de actores divertidos y tontos, a la confusión familiar y las revelaciones secretas sin realmente establecerse en ninguna parte, o elegir un tono cohesivo. 	saltar	brincar	deslizar	omitir	pasar de algo a otra cosa	cambiar	evadir					
El agua y los cuerpos <head>sólidos<head>, como el vidrio, el metal o la madera sonora, transmiten las modulaciones a gran velocidad, y concibió el plan de transmitir señales de sonido, música o habla a largas distancias por este medio. 	solido	macizo	en estado solido	firme								
Estamos seguros de que con la firma del tratado, la relación amistosa entre los dos países se ha vuelto <head>sólida<head>. 	fuerte	solido	resistente									
Glacius - ¡Vierte un poco de agua en tu mano y haz que se congele! 	solido	tempano	congelado	en estado solido								
Así, cuando intenta interactuar con el mundo fuera de la familia, se encuentra sin una identidad <head>sólida<head>, lo que se expresa bien en su deseo intuitivo de esconderse de la mirada de quienes no la comprenden escondiéndose en los armarios o debajo de las camas. 	solido	integro	estable	consistente	fuerte	formal	fundado	real	firme	seguro		
No solo es necesario � � Internet como un fenómeno significativo solo existe en lugares particulares � � sino que también es la única base <head>firme<head> para construir las generalizaciones y abstracciones más grandes : simplemente, uno puede usar este particularismo como una base sólida para etnografía comparada. 	solido	estable	con fundamentos	fuerte	fundado	firme	fundamentado					
Cuando se construye un ábaco, se le da un cierto número de cuentas, un marco <head>sólido<head> y postes en los que las cuentas se deslizan hacia arriba y hacia abajo. 	solido	fuerte	macizo	firme								
Enormes áreas que habían sido lo suficientemente <head>sólidas<head> para acampar un día antes ahora estaban saturadas de agua. 	fuerte	resistente	macizo	consistente	solido	seguro	duro	firme				
Claramente, esa no era nuestra intención al publicar lo que pensamos que era una noticia <head>sólida<head>. 	solido	fuerte	con cuerpo	fidedigno	consistente	bien fundado	real	firme				
Mi consejo es obtener primero una versión que funcione, escribir un conjunto de pruebas <head>sólido<head> y luego comenzar a optimizar si realmente lo desea. 	fuerte	solido	conciso	consistente	estricto	confiable	fundamentado	fundado	seguro	firme		
Entonces para nosotros es principalmente evidencia individual y anecdótica, que es <head>sólida<head>, pero que no puedo revelar. 	solido	fundado	firme	confiable	fundamentado							
Siga el proceso regando su jardín y su césped volverá a crecer <head>fuerte<head> y verde en poco tiempo. 	fuerte	firme	poderoso	resistente	rozagante	sano						
La cadena será tan <head>fuerte<head> como su eslabón más débil. 	fuerte	resistente	firme	duro	duradero							
La extensa costa y los <head>fuertes<head> vientos de Escocia, y su experiencia en desarrollos marinos a través de la industria petrolera, la convierten en uno de los lugares más atractivos de Europa para las centrales undimotrices. 	fuerte	recio										
Sin embargo, existe una <head>fuerte<head> evidencia anecdótica, de los estudiantes, que sugiere que no es tan valorado como antes por los empleadores. 	fuerte	robusto	intenso	consistente	confiable	contundente	establecido	firme				
La base de datos es particularmente <head>sólida<head> en familias estadounidenses y británicas. 	fuerte	firme	resistente	util	enraizado	abundante						
Eso significa que Noruega debe enviar una señal <head>fuerte<head>. 	fuerte	claro	amplia	consistente	intenso	firme						
Prueba una cerveza con un <head>fuerte<head> sabor afrutado; la frambuesa y el durazno son buenas opciones. 	fuerte	marcado	remarcado	penetrante	denso	perceptible						
Esta carrera se trata de liderazgo, y he demostrado claramente a lo largo de mi carrera que tengo el coraje y la determinación necesarios para ser un líder <head>fuerte<head>. 	fuerte	firme	capaz	con determinacion	determinado							
El café era <head>fuerte<head>, no tenía leche y, a medida que se enfriaba, grandes copos duros comenzaron a flotar hacia la parte superior como trozos de corteza suelta. 	fuerte	cargado	consistente	negro	marcado							
Ella siempre había sido la <head>fuerte<head>, diría Robert, la que creció primero y la que lo ayudó a él a hacer lo mismo. 	fuerte	firme	inconmovible									
Estas emociones son difíciles de ocultar y pueden revelarse en un <head>golpeteo<head> nervioso con los pies o en puños cerrados. 	golpear	mover	repiquetear	dar golpecitos	mecer	zapatear						
George Galloway está <head>aprovechando<head> la alienación no solo de los jóvenes, sino también de muchos musulmanes mayores, y la está utilizando bien. 	espitar	mencionar	tocar	explotar	barrenar							
El tablero es fácil de hacer y resuena, realzando cualquier sonido creado por una persona que se acuesta sobre él o lo <head>toca<head>. 	tocar	golpear	repiquetear	dar golpecitos	tamborilear							
La Introducción al Esquema de Registro de Recursos se lanzó en abril de 2000 para trabajar con y para museos, archivos y bibliotecas dentro del Reino Unido, <head>aprovechando<head> el potencial de colaboración entre los sectores. 	usar	utilizar	explotar	obtener conexion	intervenir	resaltar						
Hoy en día, los consumidores <head>aprovechan<head> sus hipotecas a través de la refinanciación o, más recientemente, a través de préstamos con garantía hipotecaria. 	usar	explotar	utilizar	aprovechar	arreglar	recurrir a						
Antes del alboroto, Stephen Spielberg había <head>elegido<head> al actor para interpretar el papel principal en la epopeya de la Segunda Guerra Mundial Salvando al soldado Ryan (1998), que los críticos colmaron de elogios por su llamativo trabajo de cámara y escenarios de batalla impresionantes. 	usar	utilizar	convocar	llamar	explotar	hacer una grabacion de	grabar					
También ha sido <head>elegido<head> para remixes de Franz Ferdinand, Organ y Grizzly Bear (vale la pena señalar aquí que el remix de Grizzly aparece junto con un remix de mi amigo Phiiliip, que creo que funciona de manera muy similar). 	grabar	convocar	usar	llamar	utilizar	hacer una grabacion de						
Si no le gustan los hidratos de gas, hay energía que <head>aprovechar<head> en las olas del océano. 	usar	utilizar	explotar	contener								
Si <head>golpeo<head> muy fuerte el acelerador de un auto común y lo suelto muy rápido, podría obtener un poco de dinero extra por un segundo. 	pisar	repiquetear	golpear	empujar								
Las ganancias de <head>aprovechar<head> el potencial creativo de la fuerza laboral son fenomenales. 	usar	utilizar	explotar	aprovechar	impulsar	hacer una grabacion	grabar					
Ahora extenderán la mano para <head>tocar<head> objetos brillantes e interesantes, y los juguetes que hacen ruido se sacudirán deliberadamente. 	tocar	tomar	agarrar	alcanzar	hacer contacto							
El lema es  usar juntos en lugar de consumir individualmente  : los proyectos examinados aquí solo han <head>tocado<head> todo el alcance de su potencial. 	hacer mencion de	mentar	entender	pensar	mencionar	tantear	afectar	tocar				
Nunca esperé ser <head>tocado<head> personalmente por un extraño evento mediático global. 	tocar	mencionar	contactar	impresionar	afectar	conmover	buscar					
Por supuesto, es una cuenta de ahorros individual de nuestra línea en su totalidad : nunca <head>tocamos<head> casos penales. 	tocar	tratar	incluir	liderar	atender	hacer contacto con						
Hay mucho terreno por cubrir, y <head>tocaré<head> cada tema brevemente. 	mencionar	tocar	tratar	atender	abarcar	discutir						
También hicieron un llamado al público para alertar a los veterinarios y a las autoridades sobre incidentes en los que se encuentren gatos o perros muertos en áreas <head>afectadas<head> por el virus. 	tocar	afectar	invadir	golpear	hacer contacto	impactar	arremeter	contaminar				
Aquí hay algunas citas : En la explicación científica, por lo general se da vueltas y más vueltas y nunca se <head>toca<head> el meollo del asunto. 	tocar	mencionar	tratar	entrar en contacto	atender	discutir						
Usando el soporte de anillo y la abrazadera, suspenda el termómetro en el agua (asegúrese de que el termómetro esté seguro y no <head>toque<head> el vaso de precipitados). 	tocar	hacer contacto	estar en contacto									
Estas rayas son continuas y no se <head>tocan<head> entre sí, porque las rayas adyacentes no pueden unirse entre sí. 	tocar	traslapar	unir									
La novela muestra el talento de Capote para escribir comedia <head>tocada<head> por el remordimiento, y una historia carismática y llena de emoción. 	tocar	con un toque de	afectar	con un poco	impactar	con un toque						
Peter Vardy El rompecabezas de la ética (Fuente - HarperCollins ISBN 0 00 627701 2) Vardy ofrece un <head>relato<head> legible de las principales teorías y hace algunas preguntas de sondeo sin mostrar ningún sesgo religioso. 	relato	reporte	dar cuenta de	explicacion	cuenta	narracion	historia	resumen				
(David Chaum introdujo el término combinación para describir un servicio de red que reenvía el correo después de eliminar las indicaciones estándar de la fuente, proporcionando así correo anónimo). La cantidad de dinero permite el seguimiento estadístico, pero este método puede aliviarse estableciendo una pequeña <head>cuenta<head> en el mezcla. 	cuenta	reporte	lista									
Es cierto, por supuesto, que los triángulos dejan mucho sin tener en <head>cuenta<head>, pero también, a pesar de su complejidad, lo hacen las figuras de rebanadas de pastel deformadas de la Teoría Pura que pretenden tener en <head>cuenta<head> el capital duradero (Hayek, 1941 : 208 y 211). 	cuenta	contando	relacion									
Una empresa petrolera rusa dijo que detendría los envíos a una empresa petrolera china porque la empresa rusa está en una lucha fiscal con el gobierno ruso, que congeló las <head>cuentas<head> bancarias de la empresa. 	cuenta	cuenta bancaria										
Ver / descargar imagen más grande Poner en la cesta de la compra Una bonita copia de esta fascinante colección de <head>cuentas<head>. 	cuenta	relato	historia	explicacion	narracion	resumen						
Samba-3 permite el uso de backends de bases de datos de múltiples <head>cuentas<head>. 	cuenta											
En una semana, Scotiabank dijo que había congelado algunas <head>cuentas<head> vinculadas a la lista negra de Washington. 	cuenta	cuenta bancaria										
Efectos sobre el Seguro Social y el Resto del Presupuesto Por sí mismas, las cuentas individuales en el plan Graham empeorarían significativamente las finanzas del Seguro Social, porque el Fondo de Fideicomiso perdería más por la desviación de los impuestos sobre la nómina a cuentas privadas de lo que perdería. se beneficiaría de la reducción de los beneficios para los titulares de esas <head>cuentas<head>. 	cuenta											
P : ¿Por qué mis cuentas de depósito muestran las actualizaciones actuales, mientras que mis <head>cuentas<head> de préstamo pueden mostrar la información de un día anterior? 	cuenta											
En 1986, el Banco volvió a romper las sanciones al prestar indirectamente a Pretoria, a través del Lesotho Highlands Water Project, utilizando una <head>cuenta<head> especial de fondo fiduciario de Londres para lograr el truco. 	cuenta											
Así, el analista <head>adquiere<head> conocimiento sobre la naturaleza del paciente a través de la conciencia de algo que sucede en él. 	ganar	adquirir	contraer	requerir	obtener							
Se lanzó una subsidiaria en el Reino Unido, Tata Tea (GB) Ltd., que <head>adquirió<head> la participación mayoritaria en Tetley Group. 	adquirir	obtener	ganar	contraer	comprar							
Con la Oferta ahora completada, 2016091 Ontario Inc. procederá con más pasos para <head>adquirir<head> las acciones restantes de IXOS que no son de su propiedad, de conformidad con la ley alemana. 	obtener	ganar	adquirir	contraer	comprar							
Los estudiantes de formación docente <head>adquirirán<head> el conocimiento y las habilidades necesarias para aplicar las tecnologías educativas actuales y emergentes tanto como docentes en formación como docentes en ejercicio. 	adquirir	obtener	conseguir	ganar	ilustrar	contraer						
Cuántas veces me he encontrado con esas personas varios años después, para descubrir que han <head>adquirido<head> un estilo de vida, un automóvil y una hipoteca para igualar su salario, y que sus ideales iniciales se han desvanecido hasta convertirse en el más confuso de los recuerdos, que ahora descartan. como una fantasía post-adolescente? 	adquirir	lograr	contraer	obtener								
Luego juzgue si ya tiene estas habilidades de alguna forma o si podría <head>adquirirlas<head> razonablemente antes de jubilarse. 	adquirir	obtener	ganar	contraer								
Gracias por tener a Osiris aquí. Hemos estado involucrados en la investigación de células madre mesenquimales y células madre adultas durante aproximadamente 11 años. Nuestra tecnología salió del laboratorio de Arnie Kaplan y fue <head>adquirida<head> de Case Western en ese momento, y Nos hemos centrado únicamente en esa área desde entonces en varias aplicaciones. 	obtener	adquirir	contraer	comprar								
ofrece programas de asesoramiento, educación y defensa que ayudan a los residentes del área a <head>adquirir<head> y conservar / mantener viviendas seguras y asequibles. 	adquirir	obtener	conseguir	procurar	contraer	comprar						
Aquí se presentan más de 200 de las obras más significativas <head>adquiridas<head> por el Museo del Vidrio de Corning durante la década de 1990, para aumentar sus existencias de 35,000 objetos. 	adquirir	obtener	conseguir	contraer	comprar							
Sin embargo, los últimos cuatro son inalcanzables, insiste el narrador, si no puedes <head>adquirir<head> la seguridad personal, el núcleo interno, dice Covey, que presumiblemente proviene de un dominio de los cimientos. 	adquirir	obtener	contraer									
Para involucrar a los vecinos y <head>llamar<head> aún más la atención sobre los árboles, los organizadores ataron enormes cintas rojas alrededor de cada tronco y realizaron un mitin debajo de los árboles donde vendieron camisetas, viseras y refrescos. 	atraer	traer	aducir	producir	causar	aportar						
En resumen, el proceso de sanación del Curso consta de dos pasos básicos: Salir de la falsa negación <head>llevando<head> nuestras ilusiones a la luz de la verdad. 	traer	entablar	formular	atraer								
Responsabilidad civil Cuando una de las partes cree que la otra parte ha dañado la propiedad, los cultivos o los animales por el uso indebido o la aplicación incorrecta de pesticidas, la parte perjudicada puede <head>presentar<head> una demanda civil en busca de una compensación monetaria por el daño. 	traer	inducir	persuadir	acarrear	convencer	atraer						
28.1 La Commission des normes du travail contribuirá al fondo de la Commission des Relations du travail mencionado en la sección 137.62 del Código del Trabajo (capítulo C-27) para sufragar los gastos incurridos por la Comisión en relación con los procedimientos <head>iniciados<head> ante la Comisión. bajo las Divisiones II y III del Capítulo V de esta Ley. 	traer	llevar	confrontar									
Antes de votar por un piso de reemplazo adecuado, esperamos que la Comisión solicite al solicitante que realice una investigación física en el sitio y / o archivo para que el diseño del nuevo piso se pueda basar en las condiciones históricas y el interior del restaurante se pueda <head>acercar<head> a su apariencia histórica en lugar de estar más lejos. 	acercar	traer	arreglar	llevar	cambiar	aproximar	atraer					
Juega con tu gato o perro, permitiendo que su energía elemental te <head>lleve<head> de vuelta a tierra firme. 	traer	traer de regreso	traer de vuelta	volver a traer								
¡El hecho es que la mejor manera de <head>traer<head> movimiento a tu vida es dejar de & # 39;hacer ejercicio&#39; y comenzar a vivir! 	traer	inducir	dar	aportar								
Miller dice que fueron los blogueros los que la derribaron y abrieron una brecha entre ella y sus editores y compañeros en la sala de redacción. 	traer	menospreciar	humillar									
<head>Llevó<head> la unidad a su oficina y nuevamente se comportó igual. 	traer	llevar	acarrear	atraer								
Ahora que regresa a Main St. en Lincoln, el antiguo sitio maderero de Erb está renaciendo gracias a la visión de Sam y Toby Haberman, comerciantes desde hace mucho tiempo, quienes eventualmente <head>traerán<head> aproximadamente 70,000 pies cuadrados adicionales de espacio comercial y la reubicación de su famosa tienda de telas. 	traer	conseguir	atraer	aportar								
<head>Saliendo<head> de la habitación en un ataque de pasión, rebotaron de una habitación a otra en una serie de enérgicos abrazos, golpeando casi todas las paredes de la casa. 	explotar	estallar	reventar	salir con ganas								
No espere que los máximos de los contratos se vuelvan a alcanzar durante mucho tiempo, ya que la burbuja de las materias primas está <head>estallando<head>. 	estallar	explotar	consumir	desaparecer	reventar							
Todavía no ha conseguido una victoria como las de Iban Mayo en el Midi Libre o la Classique des Alpes del año pasado, pero ha <head>irrumpido<head> en escena con una retahíla de resultados notables durante la primera mitad del año. 	irrumpir	aparecer sorpresivamente	entrar con estrepito	aparecer								
6) Se acordó además que una iniciativa de la montaña no debería <head>irrumpir repentinamente<head> en el electorado político, sino que debería verse en preparación con mucha antelación, con una dimensión demostrada en la conciencia y la preocupación popular. 	estallar	explotar	aparecer	reventar								
Una rama, <head>repleta<head> de flores rojas, colgaba sobre la entrada. 	explotar	estallar	encender	resaltar	renacer	reventar						
En segundos, <head>irrumpieron<head> en el espacio pedregoso abierto antes que el muskeg. 	irrumpir	explotar	aparecer	desplegar	salir con estrepito							
Un pequeño número de residentes también tuvo que ser evacuado cuando el río Wharfe se <head>desbordó<head> e inundó la A65 en Ilkley y Otley el viernes por la noche. 	estallar	explotar	desbordar	reventar	originar							
Y por lo que ha visto, Buckley no está exactamente a punto de <head>reventar<head> para apoyar a la Iglesia de Knoxville oa las Iglesias Internacionales de Cristo. 	explotar	reventar	apoyar	romper	irrumpir	estallar	fortalecer					
Una noche, mientras él y Jan hablaban, los niños <head>irrumpieron<head> en la sala de estar discutiendo sobre algo. 	entrar violentamente	irrumpir	estallar	entrar con estrepito	explotar							
(Empieza a reír histéricamente y sin control con un sonido diabólico), que me quieres tanto como yo a ti, como compañero de toda la vida. 	explotar	estallar	romper en risa	estallar en risa								
Esta semana <head>llamará<head> a su compañía de dos organizadores de fiestas a tiempo parcial el Circuito de fiestas de baile urbano subterráneo de San Francisco. Sabes, lo que estamos haciendo, no se está haciendo, confiesa el presentador profesional con barba de chivo, En Nueva York, han dejado que los túneles lleguen a las personas sin hogar. 	llamar	convocar	requerir	juntar	congregar							
El artículo citó a Richard C. Darnell, presidente de la Sociedad, diciendo que el Dr. JB Rhine, director del Laboratorio de Parapsicología de la Universidad de Duke, <head>calificó<head> el llamado fantasma como la manifestación más impresionante de la que ha oído hablar en el campo de los poltergeist.. El artículo terminaba con el ministro diciendo que las cosas habían estado tranquilas en la casa durante los últimos dos meses. 	llamar	nombrar	denominar	conocido como	designar							
La noche que vi la obra, sus tres invitados eran Arthur Helton, director de Estudios de Paz y Conflictos del Consejo de Relaciones Exteriores; una solicitante de asilo de Somalia <head>llamada<head> Ayisha; y una mujer serbia de la antigua Yugoslavia que había emigrado a los EE. UU. después de sufrir durante las guerras de los Balcanes. 	llamar	convocar	denominar	nombrar								
lanzó un servicio adicional con Net2Phone que permite a los usuarios acceder a información en Internet <head>llamando<head> a un número 800. 	telefonear	llamar	llamar por telefono	marcar								
Finalmente, alguien <head>llamó<head> a un escuadrón antibombas federal, que llegó más de una hora después del descubrimiento. 	llamar	telefonear	convocar	contactar	requerir	llamar por telefono						
<head>Llamamos<head> al hotel Marriott Marquis. 	llamar	telefonear	hablar por telefono	llamar por telefono								
En el texto, las marcas de voz también <head>llamadas<head> comillas o comillas invertidas) marcan el principio y el final del discurso directo : Helen dijo Me voy a casa. 	llamar	nombrar	denominar	conocido como	designar							
Para más información <head>llame<head> al 1800 620 420. | volver arriba Ayuda práctica y financiera Una enfermedad grave a menudo causa dificultades prácticas y financieras. 	telefonear	llamar	llamar por telefono									
Y mira, recientemente fui a Gap en Oxford Street, y parecían tener un departamento completo dedicado a la ropa que no es de calle, incluido algo que <head>llaman<head> Gap Body, que parece ser un traje de baño para adultos en dos partes (arriba y abajo). 	llamar	nombrar	denominar	mentar	designar							
Para obtener más información acerca de las interacciones entre medicamentos, <head>llame<head> a la línea directa de Project Inform. 	llamar	telefonear	hablar por telefono	hacer una llamada telefonica	llamar por telefono							
El Fifeshire, bajo el mando del Capitán Arnold, naufragó cuando salía de Nelson el 27 de febrero de 1842 cuando la marea lo <head>llevó<head> a Arrow Reef, que lleva el nombre de un barco que formaba parte de la expedición de reconocimiento. 	llevar	arrastrar	transportar	traer	acarrear							
Además, estas agujas se desafilan rápidamente y pueden desarrollar púas y ganchos que no solo destrozan la piel sino que también <head>llevan<head> microóxido, lo que puede causar infección. 	portar	llevar consigo	dejar	llevar	traer	producir	acarrear	transmitir				
Fuentes del gobierno le dijeron a NBC News que los investigadores federales recientemente pudieron <head>transportar<head> los materiales necesarios para fabricar una bomba casera similar a través de controles de seguridad en 21 aeropuertos. 	llevar	cargar	acarrear	llevar cargando	transportar	traer						
El ALSEP en A-17 <head>transportaba<head> diferentes instrumentos una vez que las redes habían sido establecidas por vuelos anteriores. 	llevar	portar	traer	cargar	acarrear	implicar						
2 El Dr. Borlaug no puede permitirse el lujo de esperar : hay una causa importante que pesa sobre su mente, algo que debe <head>llevarse<head> a cabo y debe llevarse a cabo ahora. 	realizar	llevar acabo	emprender	llevar	sacar							
2001 Febrero : Gran Bretaña y EE. UU. <head>realizan<head> bombardeos para intentar desactivar la red de defensa aérea de Irak. 	llevar acabo	realizar	emprender	ejecutar	transportar	llevar	trasladar					
2 En nuestra sociedad cambiante, a muchas personas que cenan en nuestro restaurante les desagrada <head>llevar<head> dinero. 	llevar consigo	cargar	portar	llevar	transportar							
<head>Llevaron<head> consigo sus rollos de la Torá cuidadosamente envueltos. 	llevar	llevar consigo	portar	cargar	traer							
En 1889 ganó un gran contrato para suministrar municiones y fundó en 1889 la Rheinische Metallwaaren und Maschinenfabrik con el propósito explícito de <head>llevar<head> a cabo este contrato y establecerse como proveedor militar. 	llevar acabo	realizar	emprender									
Incluso si la información a nivel de artículo sigue siendo genérica, la identificación de artículos que las personas usan o <head>llevan<head> podría asociarlos, por ejemplo, con eventos particulares como mítines políticos. 	llevar	cargar	llevar consigo	portar	traer consigo							
PETER ORSZAG, Brookings Institution : Y brevemente, por ejemplo, sobre las acciones preferentes, al menos según los informes iniciales, los dividendos pagados sobre las acciones preferentes se tratan como ingresos por intereses, y no está <head>claro<head> si estarían exentos o no según esta propuesta. 	claro	obvio	esclarecido	definido								
En el camino a seguir, se propuso que Canadá siguiera simultáneamente enfoques incrementales y la abolición total, sobre la base de que el incrementalismo por sí solo no tenía sentido sin un sentido <head>claro<head> del destino final, pero también que era importante no obligar a otros a elegir entre los dos porque esto simplemente perdería a los aliados de Canadá. 	claro	obvio	definido									
En este sentido, ninguna tinta parece tener una <head>clara<head> ventaja sobre la otra. 	claro	obvio	evidente	perceptible								
Lo que está <head>claro<head> es que deberíamos considerar que una empresa como Microsoft podría ejercer el mismo tipo de poder que la Fundación. 	claro	entendido	incuestionable	comprendido	obvio							
Después de abrir algunos archivos en el proyecto de muestra, el concepto de proyectos y uso de archivos es <head>claro<head>. 	claro	entendido	esclarecido	comprendido	obvio							
La brisa <head>clara<head> y fresca está en su cara a primera hora de la mañana, y los niños tienen nueva energía e interés en la temporada. 	claro	limpio	puro	limpido	transparente	diafano	cristalino					
La reacción de uno de ellos fue <head>clara<head> : & # 39;yappari, towel desu&#39; (Otra vez una toalla). 	claro	obvio	esclarecido	perceptible	preciso							
Los iraquíes estaban sentados en el suelo del desierto en grupos de tres o cuatro; estaba <head>claro<head> que estaban cansados, tenían frío y hambre. 	claro	obvio	evidente	perceptible								
Dejé ese punto perfectamente <head>claro<head> para aquellos de ustedes con quienes lo discutí el jueves. 	claro	evidente	obvio	sin lugar a duda	consiso	preciso						
Lo he golpeado un par de veces y nunca se rompe ni se rompe. si pudieras darnos alguna idea, las fotos no son las mejores, pero espero que sean lo suficientemente <head>claras<head> para darte una idea de lo que es. 	claro	esclarecido	iluminado	brillante	sin distorcion							
Para entender por qué esto debería haber sido así, debemos observar más de <head>cerca<head> la naturaleza del estilo y sus orígenes. 	de cerca	detenidamente	con detenimiento	cerca	en detalle	cercanamente						
Algunas personas han adivinado que esta radiación está <head>estrechamente<head> relacionada con un período de frío intenso y un alto nivel de capa de hielo que se produjo alrededor de 600 millones de años; tal vez las tensiones ambientales eliminaron a los competidores y crearon oportunidades para que un animal (relativamente) inteligente tuviera éxito y proliferara. 	cerca	fuertemente	estrechamente	de cerca	intimamente							
Están trabajando <head>de cerca<head> con el Parque Estatal Natural Tunnel, donde el personal, deseoso de tener viviendas adicionales cerce, les ha asegurado a los Baker que se reservarán regularmente ya que la demanda de viviendas supera la oferta. 	de cerca	cerca	proximo	cercanamente	hombro con hombro	en estrecha relacion						
El Departamento también está trabajando <head>en estrecha colaboración<head> con HM Customs and Excise, que están a la cabeza en el desarrollo del plan nacional de cobros a los usuarios de las carreteras de camiones. 	cercanamente	de cerca	en conjunto con	proximo	estrechamente	hombro con hombro	en estrecha relacion					
MINORISTA : En los EE. UU., los analistas observarán de <head>cerca<head> los resultados del tercer trimestre. 	cercanamente	de cerca	con detenimiento	cerca	en detalle	estrechamente						
Sus carreras académicas están <head>estrechamente<head> entrelazadas con desarrollos sociales y políticos como la secularización y el antisemitismo. 	estrechamente	proximo	cerrado	intimamente								
“ El bebé se ha desarrollado con mucha normalidad y ha sido seguido de <head>cerca<head>. 	de cerca	cerca	en detalle	cercanamente	detenidamente	con detenimiento						
Para prevenir los episodios de asma, deberá trabajar <head>en estrecha colaboración<head> con su médico para : Desarrollar un plan de medicamentos que evite que tenga síntomas. 	de cerca	cerca	cercanamente	estrechamente	inmediatamente	en estrecha relacion						
Los problemas se marcan rápidamente y, <head>en estrecha colaboración<head> con su personal, proponemos soluciones. 	cercanamente	de cerca	cerca	estrechamente	hombro con hombro	inmediatamente	en estrecha relacion					
LO QUE QUIEREN LAS MUJERES EN UNA PRIMERA CITA (Actualizado el jueves, 5 de diciembre de 2002, 02:06:55 p. m. para reflejar las 100 respuestas válidas más recientes). Suponiendo que seas una mujer, ¿cuál es la que más se acerca a tu idea de una gran primera cita?	cerca	cercanamente	de cerca									
La <head>dejé<head> hace seis horas, dice el joven monje. 	dejar	renunciar	rechazar	llevar	quitar	aventar						
De todos modos, vi tu anuncio en la red y solo quería escribirte para saludarte. 	llamar	comunicar	colocar	dejar	telefonear	dejar saber	dar un telefonazo	echar una llamada	poner	escribir		
En cambio, <head>dejó<head> caer al hombre al suelo a sus pies. 	arrojar	lanzar	soltar	hacer caer	dejar	derribar	dejar caer	aventar				
